Từng cặp một	一一对
Trường cực	极向场
Chế độ phân cực	极向模
Dòng chảy cực	极向流
Góc cực	极向角
Tọa độ cực	极坐标
Giá trị tối đa	极大值
Tuyệt vời.	极好地
Cực kỳ dễ dàng.	极容易
Giá trị tối thiểu	极小值
Giải pháp tối thiểu	极小解
Số lượng tối thiểu	极小量
Rất ít	极少数
Một lượng rất nhỏ	极少量
Cực tả	极左派
Khu vực mũ cực	极帽区
Cực chẳng đã	极度地
Cực kỳ nhỏ bé.	极微小
Cực kỳ thoáng qua	极瞬变
Vô cùng thiêng liêng	极神圣
Cực đoan hóa	极端化
Những kẻ cực đoan	极端派
Phương pháp phân cực	极谱法
Sóng phân cực	极谱波
Giá trị giới hạn	极限值
Phương pháp giới hạn	极限法
Dòng chảy giới hạn	极限流
Điểm giới hạn	极限点
Cực kỳ cao và	极高且
Khi cực kỳ cao	极高时
Cực kỳ cực cao	极高极
Các công trình kiến trúc	构筑物
Sự hình thành từ	构词法
Các khuôn mẫu kiến tạo	构造型
Xây dựng	构造性
Các công trình kiến trúc	构造物
Lá mướp	枇杷叶
Cây loquat	枇杷树
Gối vào	枕下入
Vùng chẩm	枕下区
Foramen magnus	枕大孔
Vỏ gối	枕头套
Lễ hội múa gối	枕舞节
Kinh tuyến chẩm	枕部经
Não chẩm	枕部脑
Ba người Lâm	林三人
Cục Lâm nghiệp	林业厅
Cục Lâm nghiệp	林业局
Trạm lâm nghiệp	林业站
Cục Lâm nghiệp	林业部
Lindane và	林丹及
Sau khi Lin Dan	林丹后
Lin Dan bị ảnh hưởng bởi	林丹因
Khi Lin Dan	林丹时
Lin Dan kể từ khi	林丹自
Lâm Kiều Thanh	林乔成
Jeremy Lin	林书豪
Lâm sản	林产品
Lin Boqiang	林伯强
Limbers.	林伯斯
Limbert	林伯特
Lin Jun Hua	林俊华
Anh Lâm	林兄弟
Anh Lâm	林先生
Lâm Kế Vũ	林克伍
Đảng Link	林克党
Lâm Kế Bình	林克平
Linkby	林克比
Lâm Kế Vĩ	林克维
Link cho biết	林克说
Đội Link.	林克队
Linzler	林兹勒
Lâm phần giữa	林分间
Thành phố Linga	林加市
Lingara	林加拉
Sông Linga	林加河
Nhân viên kiểm lâm	林务员
Cục Lâm nghiệp	林务局
Lâm Trác Tinh	林卓廷
Tiến sĩ Lâm	林博士
Ringham.	林厄姆
Linus.	林厄斯
Đồng ringgit	林吉特
Ringi cho biết	林吉说
Tỉnh Lâm Đồng	林同省
Lâm và Bắc	林和北
Lâm và Tài	林和大
Lâm và vải	林和布
Lâm và Đức	林和德
Lâm và Sĩ	林和斯
Lâm và Mùi	林和梅
Lâm và Võ	林和沃
Lâm và Lập	林和立
Lin và Jane	林和简
Lâm và Tây	林和西
Linhard	林哈德
Lâm bị bệnh	林因病
LÂM KIỂM CHUẨN	林基春
Lâm Ðô cho	林多为
Lâm Ðô nổi tiếng với	林多以
Lâm Đô Kết	林多接
Lindorp	林多普
Lin Duo Wing	林多翼
Tiểu thư Lâm.	林大娘
Bà Lâm	林太太
Bà Lâm	林夫人
Lynch đã có mặt tại	林奇于
Lynch sẽ	林奇会
Sau khi Lynch	林奇后
Lynchburg	林奇堡
Thành phố Linh Chi	林奇市
Phong cách Lynch	林奇式
Khi Lynch	林奇时
Lynch, tới đây.	林奇来
Lynch sử dụng	林奇用
Lynch cho biết	林奇称
Lynch thủ vai	林奇饰
Linnaeus	林奈学
Limka.	林姆卡
Linh Đàm	林姆坝
Trong rừng	林子里
Nhà lâm nghiệp	林学家
Trường Cao đẳng Lâm nghiệp	林学院
Linnington	林宁顿
Lâm sẽ	林将会
Đại tướng Tô Lâm	林将军
Hoa hậu Lâm	林小姐
Lâm Tiểu Vy	林小威
Lim Sang Jung	林尚贞
Lin Shangjin	林尚进
Lin Niwu	林尼伍
Hồ Linney	林尼湖
Linney cho biết	林尼说
Những dãy núi rừng	林山脉
Lâm Chuẩn là	林川为
Thành phố Lâm Châu	林州市
Limbarzi	林巴齐
LÂM BÙI VƯƠNG	林布旺
Lâm Thị Mưa	林希雨
Linpache	林帕奇
Lin Jianfang	林建芳
Lâm Hồng Ngự	林弘毅
Giải thưởng Linde	林德奖
Lindeb	林德布
Linderman	林德曼
Lâm Đức Tâm	林德潭
Lindert	林德特
Linde sử dụng	林德用
Lindro	林德罗
Linde kể từ khi	林德自
Lindersey	林德西
Linderno	林德诺
Linde thủ vai	林德饰
Lâm Tâm Như	林心如
Lin Zhibin	林志斌
Lâm Chí Linh	林志玲
Lâm Hoài Minh	林怀民
Linh đóng góp cho	林恩为
Linh đã có những đóng góp to lớn trong	林恩于
Linh nổi tiếng với	林恩以
LINH NGỌC NƯỚC	林恩伍
Linh ở	林恩住
Linh đến	林恩到
Huyện Lâm Yên	林恩县
Linh con gái	林恩女
Linh đã có những nhận xét đúng đắn về	林恩对
Ngõ Linh	林恩巷
Thành phố Linh	林恩市
Linh nghĩ	林恩想
Trường hợp của Linh	林恩所
Lynn là	林恩是
Linh đã	林恩有
Linh đã chết.	林恩死
Linh đã sử dụng	林恩用
Trạm Linh	林恩站
Lynn Neng	林恩能
Lâm Ngọc Sỹ	林恩西
Linh cho biết	林恩说
LINH LIÊN BẢO	林恩贝
Thị trấn Linh	林恩镇
Linh hỏi	林恩问
Ringoto	林戈托
Ringos	林戈斯
Lâm Thanh Lộc	林成禄
Lâm ghi bàn	林打进
Lintonen	林托宁
Cục Lâm nghiệp	林政厅
Lâm Văn Sơn	林文森
Linsk	林斯克
Linsley	林斯利
Linsky	林斯基
Lins có	林斯有
Linsco	林斯科
Nhà ga Lins	林斯站
Lins cho biết	林斯说
Lâm Minh Huy	林明惠
Lâm Minh Huệ	林明辉
Đội Lâm sao	林星队
Lin Changzuo	林昶佐
Lâm Hiểu Đông	林晓东
Limps	林普斯
Lâm Phương cho biết	林普说
Ngành lâm nghiệp	林木业
Jason Lin	林杰森
Lingren	林格伦
Ringler	林格勒
Lingle	林格尔
Ringer Yin	林格殷
Ringer	林格氏
Chất lỏng Ringer	林格液
Cảng Ringer	林格港
Nhóm Ringer	林格组
Ringer ester	林格酯
Lam Sơn cho	林森为
Lin Yifu	林毅夫
Lâm Vĩnh Kỳ	林永基
Lâm Hàm	林汉姆
Linshaye	林沙耶
Limpopo	林波波
Lin Ze cho biết	林泽说
Lâm Dương Tử	林洋子
Lâm nghiệp và chăn nuôi	林牧业
Lâm Trịnh Nguyệt Nga	林特恩
Lintsy	林特西
Lâm Ngọc Cảnh	林玉婧
Limpert	林珀特
Rachel Lin	林瑞秋
LÂM THÚY LINH	林瑞麟
Lâm Tiến Phát	林田发
Lâm Dũng đã góp phần quan trọng vào	林登为
Lâm Ðăng Vũ	林登伍
Lin Den đã gửi lời hỏi thăm tới	林登向
Ngõ Linden	林登巷
Lin Den Xin	林登新
Lâm Ðăng Vỹ	林登维
Đường Lam Ðen	林登街
Thị trấn Lâm Ðền	林登镇
Lâm Dũng thủ vai	林登饰
Lin Gezi	林盖次
LÂM VIÊN LUẬN	林研联
Lin Zuluan	林祖銮
Linford.	林福德
Linkov	林科夫
Ủy ban quản lý rừng	林管会
Cơ quan quản lý rừng	林管局
Lin Suqin	林素琴
Linnane	林纳内
Lâm Nham	林纳姆
Linh Nhân	林纳恩
Linus.	林纳斯
Linnac	林纳茨
Thị trấn Lâm Na	林纳镇
Linville	林维尔
Lin Hanze	林翰泽
Xe Lincoln	林肯车
Lincolnshire	林肯郡
Linmouth	林茅斯
Lâm Vĩnh Kiều	林荣基
Đại lộ rợp bóng cây	林荫道
Lâm Sa Diệp	林莎叶
Lâm Tích	林蒂奇
Lin Yutang	林语堂
Lin Noxin	林诺辛
Lâm Chấn Hằng	林贞行
Lim Hyun Kyu	林贤圭
Lim Hyun Soo	林贤洙
Lim Hyun Soo	林贤秀
Rinjani	林贾尼
Linh Hồ Ly	林赫利
Làng Lam Ðạt	林达村
Lindis	林迪斯
Lindig.	林迪格
Lindiway	林迪韦
Lâm Bằng Bé	林邦贝
Hội trường rừng	林野厅
Linkins.	林金斯
Lin Ju Cheng	林钜成
Khoảng trống thời gian	林隙期
Linhof	林霍夫
Lâm Homer	林霍默
Thanh Lam	林青霞
Ngõ Linton	林顿巷
Lin Yingji	林颖基
Chiến thắng đầu tiên của Lâm	林首胜
Hướng dương Lâm Hương	林香葵
Phương pháp liệt kê	枚举法
Cầy hương	果子狸
Sữa trái cây	果子露
Golch	果尔奇
Golda.	果尔达
Gogol	果戈理
Gogol	果戈里
Quyết đoán	果断性
Nhà máy sản xuất nước trái cây	果汁厂
Máy ép trái cây	果汁机
Chai nước trái cây	果汁瓶
Dầu hạt quả	果籽油
Fructoside	果糖苷
Fructan	果聚糖
Pectinase	果胶酶
Bệnh thối quả	果腐病
Sâu đục quả	果芽虫
Nước ép rau quả	果蔬汁
Drosophila	果蝇属
Bang Goa	果阿州
Goa-tê-ma-la muốn	果阿想
Goa-tê-ma-la là	果阿是
Bang Goa	果阿邦
Trong dendrite	枝晶中
Băng dendrite	枝晶冰
Vùng đuôi gai	枝晶区
Dendrite	枝晶型
Thời gian dendrite	枝晶时
Cánh tay dendrite	枝晶臂
Liên dendrite	枝晶间
Tảo ống nhánh	枝管藻
Cladocerans	枝角类
Yuki Edano	枝野幸
Huyện Zongyang	枞阳县
Hội đồng Cơ mật	枢密院
Trước trục	枢椎前
Một nửa trục	枢椎半
Khu trung tâm	枢纽区
Cảng đầu mối	枢纽港
Trạm trung tâm	枢纽站
Đường trục	枢股线
Cánh tay xoay	枢转臂
Thành phố Zaozhuang	枣庄市
Cây chà là	枣椰树
Tỉnh Tochigi	枥木县
Đất nước của súng đạn	枪之国
Con trai của khẩu súng	枪之子
Mực súng	枪乌贼
Súng lao vào	枪冲进
Vụ nổ súng	枪击案
Triển lãm súng và dao	枪刀展
Trên mõm	枪口上
Súng cắm lại	枪塞回
Súng.	枪子儿
Súng bắn ra	枪射出
Khẩu súng được cho là	枪据信
Tội phạm súng đạn	枪支罪
Đặt súng lại	枪放回
Vụ xả súng	枪杀案
Khẩu súng	枪杆子
Lựu đạn súng	枪榴弹
Tiếng súng nổ	枪炮声
Giải thưởng chó súng	枪狗奖
Dưới nòng súng	枪管下
Trong khẩu súng.	枪里装
Xi-rô cây phong	枫糖浆
Cây Liquidambar	枫香树
Khu Yi cho biết	枯一说
Bệnh cháy lá	枯梢病
Những năm nước cạn	枯水年
Mùa khô	枯水期
Sốt cỏ khô	枯草热
Bệnh héo Fusarium	枯萎病
Chất độn chuồng	枯落物
Giá đỡ nhiều ống	架多管
Những người làm việc trên kệ	架子工
Trống trên giá	架子鼓
Sơ đồ kiến trúc	架构图
Các kiến trúc sư	架构师
Một quả bom nước.	架水弹
KAC	架科航
Đường dây trên không	架空线
Khung thân hẹp	架窄体
Cấu trúc khung	架结构
Vận chuyển nước	架运水
Một chiếc máy bay.	架飞机
Cây sói rừng	枸杞子
Axit xitric	枸橼酸
Berkeley	柏克莱
Thành phố Kashiwahara	柏原市
Đảo Hòa Phát	柏和岛
Phát và Lôi	柏和雷
Berbera	柏培拉
Preah Vihear	柏威夏
Thành phố Kashiwazaki	柏崎市
Berdeki.	柏德基
Đến đây nào.	柏忌来
Đội bóng Burguys	柏忌队
Byrne đã nói đúng.	柏恩对
Núi Bân	柏恩山
Byrne là	柏恩是
Byrne có	柏恩有
Byrne cho biết	柏恩说
Plato	柏拉图
Bức tường Berlin	柏林墙
Thành phố Berlin	柏林市
Ga Berlin	柏林站
Người dân Yên Bái	柏柏人
Berber	柏柏尔
Tiếng Pác Bó	柏柏语
Rừng bách	柏树林
Bergson	柏格森
Berglon	柏格隆
Giấy nhựa đường	柏油纸
Những con đường nhựa	柏油路
Berlioz	柏辽兹
Túi đựng tiền phát	柏金包
Giun vàng	柏金虫
Bạch Thanh đại ca.	柏青哥
Một người nào đó	某一人
Một giá trị nhất định	某一值
Một sự chấp nhận nhất định	某一受
Một quốc gia nào đó	某一国
Một nơi nào đó	某一地
Một chi nào đó	某一属
Một bang nào đó	某一州
Một trong số đó có	某一有
Một số không	某一未
Một hạt nhân nhất định	某一核
Một nguồn nào đó	某一源
Một tỉnh nào đó	某一省
Một môn học nào đó	某一科
Một vị trí nhất định	某一职
Một thiết lập nhất định	某一设
Một so sánh nhất định	某一较
Một nhu cầu nhất định	某一需
Một sự khác biệt nào đó	某一非
Một cái gì đó	某件事
Một con ngựa nào đó.	某匹马
Một trường đại học	某大学
Một phiên họp thường xuyên	某届常
Một thông tin liên lạc	某来文
Một người nào đó	某某人
Một giám đốc điều hành	某高管
Vườn cây có múi	柑橘园
Cam quýt	柑橘类
Thuốc nhuộm tóc	染发剂
Nhà máy sản xuất thuốc nhuộm	染料厂
Nhiễm sắc thể	染色体
Thuốc nhuộm	染色剂
Vải nhuộm	染色布
Khả năng nhuộm màu	染色性
Máy nhuộm	染色机
Phương pháp nhuộm	染色法
Chất nhiễm sắc	染色质
Johor	柔佛州
Bóng mềm	柔力球
Giá trị linh hoạt	柔度值
Phương pháp linh hoạt	柔度法
Tính linh hoạt	柔性化
Phiên bản linh hoạt	柔性版
Ngôi sao Ruby	柔比星
Chất làm mềm	柔软剂
Sự mềm mại	柔软度
Sự mềm mại	柔软性
Quần áo Judo	柔道服
Đội tuyển Judo	柔道队
Tính linh hoạt	柔韧性
Nước xả	柔顺剂
Cây tếch	柚木树
Naringenin	柚皮素
Máy rút tiền	柜员机
Tussah lụa	柞蚕丝
Cây chanh	柠檬树
Bạch đàn chanh	柠檬桉
Nước chanh	柠檬水
Nước chanh	柠檬汁
Dầu chanh	柠檬油
Vỏ chanh	柠檬皮
Tinh chất chanh	柠檬精
Kẹo chanh	柠檬糖
Chất citrin	柠檬素
Màu chanh	柠檬色
Trà chanh	柠檬茶
Sả	柠檬草
Axit xitric	柠檬酸
Màu vàng chanh	柠檬黄
Kiểm tra đi.	查一查
Cha Vansi	查万西
Ông Chavan cho biết	查万说
Không thể tìm ra.	查不出
Không thể tìm thấy	查不到
Chauki	查乌基
Chayap	查亚普
Jayadi	查亚迪
Chaim	查伊姆
Chaib	查伊布
Chaira.	查伊拉
Charlene cho biết	查伦说
Chaberd.	查伯德
Chapelle	查佩勒
Chapeka	查佩卡
Chapeko	查佩柯
Chapeko	查佩科
Chapelle.	查佩莱
Chakvey	查克维
Tỷ lệ thu hồi	查全率
Charamba	查兰巴
Chazton.	查兹顿
Tỉnh Chagang	查冈省
Độ chính xác	查准率
Tìm hiểu đi.	查出来
Chalita	查利塔
Charlis.	查利斯
Charliford.	查利福
Charino.	查利诺
Challev	查勒夫
Charles...	查勒斯
Cha Huallo	查华洛
Chananto	查南托
Chabone.	查博内
Chabot.	查博特
Chabono.	查博诺
Cha Ka Khan	查卡汗
Chakavi	查卡维
Chagul.	查古尔
Bàn kiểm tra	查号台
Chagecha.	查吉查
Chahal	查哈尔
Chahason	查哈森
Chahaja	查哈贾
Chaturon	查图隆
Chakib	查基卜
Chatham	查塔姆
Chattawi	查塔威
Chatthah	查塔赫
Chasseline	查塞林
Chasevo	查塞沃
Chaseray.	查塞雷
Justine.	查士丁
Chatterley	查太莱
Chavkin	查夫金
Chakiki	查奇基
Chatchina.	查奇娜
Chachina.	查奇纳
Chum viết	查姆写
Chamley.	查姆利
Ngõ Chăm	查姆巷
Thành phố Chăm	查姆市
Chams.	查姆斯
Ông Chamm cho biết	查姆说
Tra từ điển	查字典
Tháp Chanin	查宁塔
Cha Ambi.	查安比
Char Wu	查尔伍
Childs	查尔兹
Charne.	查尔内
Chalfan.	查尔凡
Chalki.	查尔基
Charna.	查尔娜
Charles	查尔斯
Char Fang	查尔方
Charsch	查尔施
Char là	查尔是
Chal có	查尔有
Charme	查尔梅
Charlson.	查尔森
Hồ Charles	查尔湖
Tỉnh Char	查尔省
Ông Char cho biết	查尔称
Charmi.	查尔米
Char đến	查尔至
Charfin.	查尔芬
Chalmo.	查尔莫
Chalsa.	查尔萨
Ông Char cho biết	查尔说
Chardi.	查尔迪
Bang Chal	查尔邦
Chalcone	查尔酮
Charlton	查尔顿
Chalmer.	查尔默
Chaney đã làm được điều đó.	查尼于
Chanika.	查尼卡
Chaney.	查尼因
Chanica	查尼察
Chaney là	查尼是
Ông Chaney cho biết	查尼说
Chabatz	查巴茨
Zahir	查希尔
Chappak.	查帕克
Chapal	查帕尔
Chappati	查帕提
Chapada	查帕达
Chapare	查帕雷
Chá Bình với	查平以
Chapingo.	查平戈
Cha Jianying	查建英
Chadway.	查德威
TRẦN NGỌC NƯỚC	查恩伍
Charnley	查恩利
Charendi.	查恩迪
Chagos.	查戈斯
Khi Chato	查托时
Chakunta	查昆塔
Chaprun	查普伦
Chapuka	查普卡
Chapton	查普敦
Chapps	查普斯
Chapman	查普曼
Chapulo	查普洛
Chapko	查普科
Chamand	查曼德
Kiểm tra đi.	查来查
Charlinger.	查林格
Charrington	查林顿
Chagle.	查格尔
Kiểm tra hồ sơ	查档案
Chuỗi của Cha	查氏链
Chahanso	查汉索
Chavota	查沃塔
Chatterley	查泰莱
Chazelle	查泽勒
Chazel	查泽尔
Chazeray.	查泽雷
Chaloka.	查洛卡
Chaloba	查洛巴
Charona	查洛纳
Ông Charlow cho biết	查洛说
Chatterjee	查特吉
Chatterhau	查特豪
Chà Ju Sao	查珠骚
Charlie của	查理之
Charlie Six.	查理六
Charlie Ten.	查理十
Charles.	查理士
Charles.	查理斯
Charlemagne.	查理曼
Charef.	查瑞夫
Chapito	查皮托
Người xem	查看器
Người Chaco	查科人
Huyện Chà Cô	查科区
Tỉnh Chaco	查科省
Chamian.	查米安
Chamiso	查米索
Chanaka	查纳卡
Chanavong	查纳旺
Chavez.	查维斯
Charo cho biết	查罗说
Chalcone	查耳酮
Chayes.	查耶斯
Chahud.	查胡德
Chashulai	查舒莱
Chatswood	查茨伍
Chatsky	查茨基
Chatswo	查茨沃
Charlice.	查莉丝
Chamos.	查莫斯
Chamorro.	查莫洛
Chamorro	查莫罗
Chafez.	查菲兹
Pháo đài Chaffee	查菲堡
Ông Chaffee cho biết	查菲说
Chassad	查萨德
Chasada.	查萨达
Chatier	查蒂埃
Bàn hỏi đáp	查询台
Người tra cứu	查询器
Phí truy vấn	查询费
Jammu và	查谟及
Bang Jammu	查谟邦
Đội Jammu	查谟队
Kiểm tra Google	查谷歌
Kiểm tra thông tin	查资料
Chahle	查赫勒
Tìm hiểu đi.	查起来
Chasin đã tạo ra sự khác biệt cho	查辛为
Chasin cho biết	查辛说
Khi Chardy	查迪时
Chattonia	查通菌
Chatong	查通藻
Charia	查里亚
Charris.	查里斯
Charonna	查隆纳
Chareo.	查雷奥
Charedi.	查雷迪
Chavez	查韦斯
Charuia.	查鲁亚
Charupa	查鲁帕
Charus.	查鲁斯
Chalmers.	查默斯
Chazisse	查齐塞
Xã Cha Long	查龙乡
Campuchia Pô Say	柬埔塞
Campuchia	柬埔寨
Chính phủ Campuchia	柬政府
Phía Campuchia mong muốn	柬方愿
Làng Campuchia	柬浦寨
Codingley	柯丁利
Corrick.	柯丽克
Kuiper	柯伊伯
Curran ở	柯伦于
Curran là	柯伦是
Curran cho biết	柯伦说
Cobbeth.	柯伯思
Kirk đã đóng góp cho	柯克为
Kirk trong	柯克于
Kirk nổi tiếng với	柯克以
Kirk Wu	柯克伍
Kirk sẽ	柯克会
Kirkk.	柯克克
Kirk đã viết	柯克写
Kirk tới.	柯克到
Kirk vì	柯克因
Kircham	柯克姆
Nhà Kirk.	柯克家
Kirkpa	柯克帕
Kirk muốn	柯克想
Cox.	柯克斯
Kirk mới	柯克新
Kirkp	柯克普
Kirkman	柯克曼
Kirk có	柯克有
Kirklin.	柯克林
Kirk đang	柯克正
Kirkby	柯克比
Kirk cho biết	柯克称
Kirk cười.	柯克笑
Kirkkau	柯克考
Đường Kirk.	柯克街
Kirk kiện	柯克诉
Kirk cho biết	柯克说
Kirk, nói chuyện đi.	柯克谈
Bánh xe Kirk	柯克轮
Kirkton	柯克顿
Kirk đóng vai	柯克饰
Curliday	柯利代
Khi Curley	柯利时
Curry Star.	柯利星
Curley đang	柯利正
Phố Curley	柯利街
Conan.	柯南上
Conan, nói chuyện.	柯南谈
Đường Conan	柯南道
Kogil.	柯吉尔
Kế và Lý	柯和李
Chó Corgi	柯基犬
Chó Corgi	柯基狗
Xe Corgi	柯基车
Ke Shiwen	柯士文
Korvan.	柯尔万
Kirs.	柯尔丝
Colber.	柯尔伯
Cornai.	柯尔奈
